TS,Buffer,Freezing,QoE1,QoE2,Representation,Response,ChunkID
1457226001.579698,4.970475912094116,0,3.79397689936283,2.5879537987256596,4,0.029478073120117188,0
1457226001.642195,9.907979011535645,0,4.9999536060530145,4.999907212106029,9,0.06237006187438965,1
1457226001.736573,14.813601016998291,0,4.9999536060530145,4.999907212106029,9,0.09429502487182617,2
1457226001.856374,19.69379997253418,0,4.9999536060530145,4.999907212106029,9,0.11969900131225586,3
1457226002.241712,24.308461904525757,0,4.9999536060530145,4.999907212106029,9,0.38521909713745117,4
1457226002.777792,28.772382020950317,0,4.9999536060530145,4.999907212106029,9,0.5359759330749512,5
1457226006.595963,29.954210996627808,0,4.9999536060530145,4.999907212106029,9,0.04182791709899902,6
1457226011.58483,29.965343952178955,0,4.9999536060530145,4.999907212106029,9,0.0294950008392334,7
1457226016.579052,29.97112202644348,0,4.9999536060530145,4.999907212106029,9,0.023727893829345703,8
1457226021.598792,29.95138192176819,0,4.9999536060530145,4.999907212106029,9,0.043457984924316406,9
1457226026.599024,29.951149940490723,0,4.9999536060530145,4.999907212106029,9,0.043691158294677734,10
1457226031.580429,29.96974492073059,0,4.9999536060530145,4.999907212106029,9,0.025110960006713867,11
1457226036.587727,29.962446928024292,0,4.9999536060530145,4.999907212106029,9,0.03241395950317383,12
1457226041.593669,29.956505060195923,0,4.9999536060530145,4.999907212106029,9,0.0383148193359375,13
1457226046.59435,29.95582389831543,0,4.9999536060530145,4.999907212106029,9,0.03901219367980957,14
1457226051.64143,29.90874409675598,0,4.9999536060530145,4.999907212106029,9,0.08608388900756836,15
1457226056.585188,29.964986085891724,0,4.9999536060530145,4.999907212106029,9,0.029881000518798828,16
1457226061.580504,29.969670057296753,0,4.9999536060530145,4.999907212106029,9,0.025161027908325195,17
1457226066.58053,29.96964406967163,0,4.9999536060530145,4.999907212106029,9,0.025188922882080078,18
1457226071.582461,29.967712879180908,0,4.9999536060530145,4.999907212106029,9,0.027140140533447266,19
1457226076.594374,29.95580005645752,0,4.9999536060530145,4.999907212106029,9,0.03902792930603027,20
1457226081.597048,29.953125953674316,0,4.9999536060530145,4.999907212106029,9,0.041723012924194336,21
1457226086.605721,29.94445300102234,0,4.9999536060530145,4.999907212106029,9,0.05036592483520508,22
1457226091.641539,29.908634901046753,0,4.9999536060530145,4.999907212106029,9,0.0861961841583252,23
