TS,Buffer,Freezing,QoE1,QoE2,Representation,Response,ChunkID
1457074802,4.839338779,0,2.567247996,0.134495992,1,0.160599232,0
1457074890,0,77.88178802,1.685826362,0,7,87.72101402,1
1457074890,4.335080862,0,2.567247996,0.134495992,1,0.664800167,2
1457074893,6.717828989,0,3.793976899,2.587953799,4,2.61715889,3
1457074917,0,12.12529802,0.990059498,0,2,23.84303784,4
1457074928,0,6.459911108,0.761727498,0.021144357,1,11.45977306,5
1457074938,0,5.049438953,0.90140624,0.028658849,1,10.04935098,6
1457074945,0,1.411462069,1.596792727,0.066069528,1,6.41133213,7
1457074946,3.667934179,0,2.567247996,0.134495992,1,1.331973791,8
1457074956,0,1.020186901,1.747048576,0.074153052,1,9.688037872,9
1457074963,0,2.672559977,1.262501094,0.048085174,1,7.672421932,10
1457074967,0.961915016,0,2.567247996,0.134495992,1,4.037983894,11
1457074972,1.227458,0,2.567247996,0.134495992,1,4.734369993,12
1457074974,4.390120029,0,2.567247996,0.134495992,1,1.837245941,13
1457074983,0.448037863,0,2.567247996,0.134495992,1,8.941999197,14
1457075002,0,13.72536206,0.363181373,0,1,19.173311,15
1457075006,1.41028595,0,2.567247996,0.134495992,1,3.5896101,16
1457075010,2.577232122,0,2.567247996,0.134495992,1,3.83296299,17
1457075013,3.986620903,0,2.567247996,0.134495992,1,3.590336084,18
1457075014,8.071830988,0,2.567247996,0.134495992,1,0.914701939,19
1457075027,0.081317902,0,3.132872367,1.265744734,2,12.99035406,20
1457075036,0,3.850614071,1.056433826,0.036999085,1,8.93178606,21
1457075047,0,5.826575994,0.819945789,0.024276408,1,10.82644701,22
1457075061,0,9.128082037,0.571810152,0.010927108,1,14.127985,23
1457075072,0,6.454975843,0.762156715,0.021167448,1,11.45485401,24
1457075076,1.901962996,0,2.567247996,0.134495992,1,3.097934961,25
1457075087,0,4.636688948,0.950159092,0.031281675,1,11.53856301,26
1457075096,0,4.148966074,1.013769956,0.034703837,1,9.148856878,27
1457075103,0,1.446743011,1.584752491,0.065421782,1,6.446614981,28
1457075103,4.980130911,0,2.567247996,0.134495992,1,0.019776106,29
1457075103,9.831008911,0,4.999953606,4.999907212,9,0.149019957,30
1457075103,14.74272609,0,4.999953606,4.999907212,9,0.088195801,31
1457075103,19.60871887,0,4.999953606,4.999907212,9,0.133900166,32
1457075103,24.45924807,0,4.999953606,4.999907212,9,0.149354935,33
1457075103,29.3855269,0,4.999953606,4.999907212,9,0.073636055,34
1457075108,29.94113708,0,4.999953606,4.999907212,9,0.054210901,35
1457075113,29.9487319,0,4.999953606,4.999907212,9,0.046046972,36
1457075118,29.93644691,0,4.999953606,4.999907212,9,0.058353186,37
1457075123,29.95277309,0,4.999953606,4.999907212,9,0.042032003,38
1457075128,29.95343995,0,4.999953606,4.999907212,9,0.041363955,39
1457075133,29.95909095,0,4.999953606,4.999907212,9,0.035737991,40
1457075138,29.95060205,0,4.999953606,4.999907212,9,0.044190884,41
1457075143,29.94136691,0,4.999953606,4.999907212,9,0.053476095,42
1457075148,29.95541906,0,4.999953606,4.999907212,9,0.039363861,43
1457075153,29.96286988,0,4.999953606,4.999907212,9,0.031960011,44
1457075158,29.94362593,0,4.999953606,4.999907212,9,0.051191092,45
