Time,kernel.all.cpu.sys,kernel.all.load["1 minute"],network.tcp.retranssegs,network.interface.out.bytes["eth0"],network.interface.in.bytes["eth0"],mem.util.used,mem.util.free,mem.util.cached,disk.dev.read["sda"],disk.dev.write["sda"]
Fri Mar  4 07:16:30,10.000,11.950,0.000,6651897.000,67202.000,1458520.000,279476.000,1067228.000,0.000,1.000
Fri Mar  4 07:16:31,10.000,11.950,0.000,6651898.000,67202.000,1458520.000,279476.000,1067228.000,0.000,0.000
Fri Mar  4 07:16:32,10.000,11.950,0.000,6651897.000,67202.000,1458520.000,279476.000,1067228.000,0.000,1.000
Fri Mar  4 07:16:33,11.000,12.650,0.000,7345364.000,74886.000,1458520.000,279476.000,1067240.000,0.000,2.000
Fri Mar  4 07:16:34,11.000,12.650,0.000,7409774.000,75600.000,1458520.000,279476.000,1067240.000,0.000,2.000
Fri Mar  4 07:16:35,11.000,12.650,0.000,7409773.000,75600.000,1458520.000,279476.000,1067240.000,0.000,2.000
Fri Mar  4 07:16:36,11.000,12.650,0.000,7409774.000,75600.000,1458520.000,279476.000,1067240.000,0.000,1.000
Fri Mar  4 07:16:37,11.000,12.650,0.000,7409773.000,75600.000,1458520.000,279476.000,1067240.000,0.000,2.000
Fri Mar  4 07:16:38,11.000,12.650,1.000,7409774.000,75600.000,1458520.000,279476.000,1067240.000,0.000,2.000
Fri Mar  4 07:16:39,11.000,12.650,0.000,7409773.000,75600.000,1458520.000,279476.000,1067240.000,0.000,2.000
Fri Mar  4 07:16:40,11.000,12.650,0.000,7409774.000,75600.000,1458520.000,279476.000,1067240.000,0.000,2.000
Fri Mar  4 07:16:41,11.000,12.650,0.000,7409773.000,75600.000,1458520.000,279476.000,1067240.000,0.000,2.000
Fri Mar  4 07:16:42,11.000,12.650,0.000,7409774.000,75600.000,1458520.000,279476.000,1067240.000,0.000,2.000
Fri Mar  4 07:16:43,10.000,13.170,9.000,9113471.000,94550.000,1458520.000,279476.000,1067244.000,0.000,1.000
Fri Mar  4 07:16:44,10.000,13.170,10.000,9271384.000,96307.000,1458520.000,279476.000,1067244.000,0.000,0.000
Fri Mar  4 07:16:45,10.000,13.170,9.000,9271384.000,96307.000,1458520.000,279476.000,1067244.000,0.000,1.000
Fri Mar  4 07:16:46,10.000,13.170,10.000,9271385.000,96306.000,1458520.000,279476.000,1067244.000,0.000,0.000
Fri Mar  4 07:16:47,10.000,13.170,10.000,9271384.000,96307.000,1458520.000,279476.000,1067244.000,0.000,1.000
Fri Mar  4 07:16:48,10.000,13.170,9.000,9271384.000,96307.000,1458520.000,279476.000,1067244.000,0.000,1.000
Fri Mar  4 07:16:49,10.000,13.170,10.000,9271385.000,96307.000,1458520.000,279476.000,1067244.000,0.000,0.000
Fri Mar  4 07:16:50,10.000,13.170,10.000,9271384.000,96306.000,1458520.000,279476.000,1067244.000,0.000,1.000
Fri Mar  4 07:16:51,10.000,13.170,9.000,9271384.000,96307.000,1458520.000,279476.000,1067244.000,0.000,0.000
Fri Mar  4 07:16:52,10.000,13.170,10.000,9271385.000,96307.000,1458520.000,279476.000,1067244.000,0.000,1.000
Fri Mar  4 07:16:53,8.000,13.600,1.000,7896582.000,80630.000,1458520.000,279476.000,1067252.000,0.000,0.000
Fri Mar  4 07:16:54,8.000,13.600,0.000,7769632.000,79183.000,1458520.000,279476.000,1067252.000,0.000,1.000
Fri Mar  4 07:16:55,8.000,13.600,0.000,7769632.000,79182.000,1458520.000,279476.000,1067252.000,0.000,0.000
Fri Mar  4 07:16:56,8.000,13.600,0.000,7769632.000,79183.000,1458520.000,279476.000,1067252.000,0.000,1.000
Fri Mar  4 07:16:57,8.000,13.600,0.000,7769632.000,79183.000,1458520.000,279476.000,1067252.000,0.000,0.000
Fri Mar  4 07:16:58,8.000,13.600,1.000,7769632.000,79182.000,1458520.000,279476.000,1067252.000,0.000,0.000
Fri Mar  4 07:16:59,8.000,13.600,0.000,7769632.000,79183.000,1458520.000,279476.000,1067252.000,0.000,1.000
Fri Mar  4 07:17:00,8.000,13.600,0.000,7769632.000,79183.000,1458520.000,279476.000,1067252.000,0.000,0.000
Fri Mar  4 07:17:01,8.000,13.600,0.000,7769632.000,79182.000,1458520.000,279476.000,1067252.000,0.000,1.000
Fri Mar  4 07:17:02,8.000,13.600,0.000,7769632.000,79183.000,1458520.000,279476.000,1067252.000,0.000,0.000
Fri Mar  4 07:17:03,11.000,13.970,0.000,6509946.000,73895.000,1458520.000,279476.000,1067256.000,0.000,2.000
Fri Mar  4 07:17:04,11.000,13.970,0.000,6393866.000,73409.000,1458520.000,279476.000,1067256.000,0.000,1.000
Fri Mar  4 07:17:05,11.000,13.970,0.000,6393867.000,73408.000,1458520.000,279476.000,1067256.000,0.000,2.000
Fri Mar  4 07:17:06,11.000,13.970,0.000,6393867.000,73408.000,1458520.000,279476.000,1067256.000,0.000,2.000
Fri Mar  4 07:17:07,11.000,13.970,0.000,6393867.000,73408.000,1458520.000,279476.000,1067256.000,0.000,1.000
Fri Mar  4 07:17:08,11.000,13.970,0.000,6393866.000,73408.000,1458520.000,279476.000,1067256.000,0.000,2.000
Fri Mar  4 07:17:09,11.000,13.970,0.000,6393867.000,73408.000,1458520.000,279476.000,1067256.000,0.000,2.000
Fri Mar  4 07:17:10,11.000,13.970,0.000,6393867.000,73409.000,1458520.000,279476.000,1067256.000,0.000,1.000
Fri Mar  4 07:17:11,11.000,13.970,0.000,6393867.000,73408.000,1458520.000,279476.000,1067256.000,0.000,2.000
Fri Mar  4 07:17:12,11.000,13.970,0.000,6393867.000,73408.000,1458520.000,279476.000,1067256.000,0.000,2.000
Fri Mar  4 07:17:13,6.000,14.360,0.000,6395029.000,69126.000,1459324.000,278672.000,1067264.000,0.000,0.000
Fri Mar  4 07:17:14,6.000,14.360,0.000,6456532.000,69388.000,1459324.000,278672.000,1067264.000,0.000,1.000
Fri Mar  4 07:17:15,6.000,14.360,0.000,6456533.000,69389.000,1459324.000,278672.000,1067264.000,0.000,0.000
Fri Mar  4 07:17:16,6.000,14.360,0.000,6456533.000,69388.000,1459324.000,278672.000,1067264.000,0.000,1.000
Fri Mar  4 07:17:17,6.000,14.360,0.000,6456532.000,69389.000,1459324.000,278672.000,1067264.000,0.000,0.000
Fri Mar  4 07:17:18,6.000,14.360,0.000,6456533.000,69388.000,1459324.000,278672.000,1067264.000,0.000,0.000
Fri Mar  4 07:17:19,6.000,14.360,0.000,6456532.000,69389.000,1459324.000,278672.000,1067264.000,0.000,1.000
Fri Mar  4 07:17:20,6.000,14.360,0.000,6456533.000,69388.000,1459324.000,278672.000,1067264.000,0.000,0.000
Fri Mar  4 07:17:21,6.000,14.360,0.000,6456532.000,69389.000,1459324.000,278672.000,1067264.000,0.000,1.000
Fri Mar  4 07:17:22,6.000,14.360,0.000,6456533.000,69388.000,1459324.000,278672.000,1067264.000,0.000,0.000
Fri Mar  4 07:17:23,12.000,14.610,0.000,7758928.000,79279.000,1459324.000,278672.000,1067280.000,0.000,0.000
Fri Mar  4 07:17:24,12.000,14.610,0.000,7880137.000,80200.000,1459324.000,278672.000,1067280.000,0.000,1.000
Fri Mar  4 07:17:25,12.000,14.610,0.000,7880137.000,80200.000,1459324.000,278672.000,1067280.000,0.000,0.000
Fri Mar  4 07:17:26,12.000,14.610,0.000,7880137.000,80199.000,1459324.000,278672.000,1067280.000,0.000,1.000
Fri Mar  4 07:17:27,12.000,14.610,0.000,7880137.000,80200.000,1459324.000,278672.000,1067280.000,0.000,0.000
Fri Mar  4 07:17:28,12.000,14.610,0.000,7880136.000,80200.000,1459324.000,278672.000,1067280.000,0.000,0.000
Fri Mar  4 07:17:29,12.000,14.610,0.000,7880137.000,80199.000,1459324.000,278672.000,1067280.000,0.000,1.000
Fri Mar  4 07:17:30,12.000,14.610,0.000,7880137.000,80200.000,1459324.000,278672.000,1067280.000,0.000,0.000
Fri Mar  4 07:17:31,12.000,14.610,0.000,7880137.000,80200.000,1459324.000,278672.000,1067280.000,0.000,1.000
Fri Mar  4 07:17:32,12.000,14.610,0.000,7880137.000,80199.000,1459324.000,278672.000,1067280.000,0.000,0.000
Fri Mar  4 07:17:33,9.000,14.820,0.000,8198200.000,91011.000,1459324.000,278672.000,1067284.000,0.000,1.000
Fri Mar  4 07:17:34,9.000,14.820,0.000,8227532.000,92009.000,1459324.000,278672.000,1067284.000,0.000,0.000
Fri Mar  4 07:17:35,9.000,14.820,0.000,8227533.000,92008.000,1459324.000,278672.000,1067284.000,0.000,1.000
Fri Mar  4 07:17:36,9.000,14.820,0.000,8227532.000,92008.000,1459324.000,278672.000,1067284.000,0.000,1.000
Fri Mar  4 07:17:37,9.000,14.820,0.000,8227532.000,92008.000,1459324.000,278672.000,1067284.000,0.000,0.000
Fri Mar  4 07:17:38,9.000,14.820,0.000,8227533.000,92008.000,1459324.000,278672.000,1067284.000,0.000,1.000
Fri Mar  4 07:17:39,9.000,14.820,0.000,8227532.000,92009.000,1459324.000,278672.000,1067284.000,0.000,1.000
Fri Mar  4 07:17:40,9.000,14.820,0.000,8227533.000,92008.000,1459324.000,278672.000,1067284.000,0.000,1.000
Fri Mar  4 07:17:41,9.000,14.820,0.000,8227532.000,92008.000,1459324.000,278672.000,1067284.000,0.000,0.000
Fri Mar  4 07:17:42,9.000,14.820,0.000,8227532.000,92008.000,1459324.000,278672.000,1067284.000,0.000,1.000
Fri Mar  4 07:17:43,9.000,15.000,0.000,6998808.000,73006.000,1459324.000,278672.000,1067292.000,0.000,1.000
Fri Mar  4 07:17:44,9.000,15.000,0.000,6885107.000,71247.000,1459324.000,278672.000,1067292.000,0.000,1.000
Fri Mar  4 07:17:45,9.000,15.000,0.000,6885107.000,71247.000,1459324.000,278672.000,1067292.000,0.000,1.000
Fri Mar  4 07:17:46,9.000,15.000,0.000,6885107.000,71247.000,1459324.000,278672.000,1067292.000,0.000,2.000
Fri Mar  4 07:17:47,9.000,15.000,0.000,6885107.000,71247.000,1459324.000,278672.000,1067292.000,0.000,1.000
Fri Mar  4 07:17:48,9.000,15.000,0.000,6885107.000,71247.000,1459324.000,278672.000,1067292.000,0.000,1.000
Fri Mar  4 07:17:49,9.000,15.000,0.000,6885107.000,71247.000,1459324.000,278672.000,1067292.000,0.000,1.000
Fri Mar  4 07:17:50,9.000,15.000,0.000,6885107.000,71247.000,1459324.000,278672.000,1067292.000,0.000,1.000
Fri Mar  4 07:17:51,9.000,15.000,0.000,6885107.000,71247.000,1459324.000,278672.000,1067292.000,0.000,2.000
Fri Mar  4 07:17:52,9.000,15.000,0.000,6885107.000,71247.000,1459324.000,278672.000,1067292.000,0.000,1.000
Fri Mar  4 07:17:53,12.000,15.160,0.000,6024246.000,65206.000,1459324.000,278672.000,1067296.000,0.000,0.000
Fri Mar  4 07:17:54,12.000,15.160,0.000,5944938.000,64649.000,1459324.000,278672.000,1067296.000,0.000,0.000
Fri Mar  4 07:17:55,12.000,15.160,0.000,5944937.000,64649.000,1459324.000,278672.000,1067296.000,0.000,1.000
Fri Mar  4 07:17:56,12.000,15.160,0.000,5944937.000,64649.000,1459324.000,278672.000,1067296.000,0.000,0.000
Fri Mar  4 07:17:57,13.000,15.160,0.000,5944938.000,64649.000,1459324.000,278672.000,1067296.000,0.000,0.000
Fri Mar  4 07:17:58,12.000,15.160,0.000,5944937.000,64649.000,1459324.000,278672.000,1067296.000,0.000,0.000
Fri Mar  4 07:17:59,12.000,15.160,0.000,5944937.000,64649.000,1459324.000,278672.000,1067296.000,0.000,0.000
Fri Mar  4 07:18:00,12.000,15.160,0.000,5944938.000,64649.000,1459324.000,278672.000,1067296.000,0.000,1.000
Fri Mar  4 07:18:01,12.000,15.160,0.000,5944937.000,64649.000,1459324.000,278672.000,1067296.000,0.000,0.000
Fri Mar  4 07:18:02,12.000,15.290,0.000,5944344.000,64644.000,1459324.000,278672.000,1067304.000,0.000,0.000
Fri Mar  4 07:18:03,10.000,15.290,0.000,5652669.000,62181.000,1459324.000,278672.000,1067304.000,0.000,1.000
Fri Mar  4 07:18:04,10.000,15.290,0.000,5652668.000,62181.000,1459324.000,278672.000,1067304.000,0.000,0.000
Fri Mar  4 07:18:05,10.000,15.290,0.000,5652669.000,62181.000,1459324.000,278672.000,1067304.000,0.000,1.000
Fri Mar  4 07:18:06,10.000,15.290,0.000,5652669.000,62182.000,1459324.000,278672.000,1067304.000,0.000,0.000
Fri Mar  4 07:18:07,10.000,15.290,0.000,5652668.000,62181.000,1459324.000,278672.000,1067304.000,0.000,1.000
Fri Mar  4 07:18:08,9.000,15.290,0.000,5652669.000,62181.000,1459324.000,278672.000,1067304.000,0.000,1.000
Fri Mar  4 07:18:09,10.000,15.290,0.000,5652668.000,62181.000,1459324.000,278672.000,1067304.000,0.000,0.000
Fri Mar  4 07:18:10,10.000,15.290,0.000,5652669.000,62181.000,1459324.000,278672.000,1067304.000,0.000,1.000
Fri Mar  4 07:18:11,10.000,15.290,0.000,5652669.000,62181.000,1459324.000,278672.000,1067304.000,0.000,0.000
Fri Mar  4 07:18:12,10.000,15.290,0.000,5652668.000,62181.000,1459324.000,278672.000,1067304.000,0.000,1.000
Fri Mar  4 07:18:13,15.000,15.400,0.000,6166070.000,63592.000,1461404.000,276592.000,1067308.000,0.000,2.000
Fri Mar  4 07:18:14,16.000,15.400,0.000,6288508.000,64487.000,1461404.000,276592.000,1067308.000,0.000,3.000
Fri Mar  4 07:18:15,17.000,15.400,0.000,6288508.000,64486.000,1461404.000,276592.000,1067308.000,0.000,2.000
Fri Mar  4 07:18:16,16.000,15.400,0.000,6288507.000,64486.000,1461404.000,276592.000,1067308.000,0.000,3.000
Fri Mar  4 07:18:17,16.000,15.400,0.000,6288508.000,64487.000,1461404.000,276592.000,1067308.000,0.000,2.000
Fri Mar  4 07:18:18,16.000,15.400,0.000,6288507.000,64486.000,1461404.000,276592.000,1067308.000,0.000,3.000
Fri Mar  4 07:18:19,16.000,15.400,0.000,6288508.000,64487.000,1461404.000,276592.000,1067308.000,0.000,2.000
Fri Mar  4 07:18:20,16.000,15.400,0.000,6288507.000,64486.000,1461404.000,276592.000,1067308.000,0.000,3.000
Fri Mar  4 07:18:21,16.000,15.400,0.000,6288508.000,64487.000,1461404.000,276592.000,1067308.000,0.000,2.000
Fri Mar  4 07:18:22,16.000,15.400,0.000,6288507.000,64486.000,1461404.000,276592.000,1067308.000,0.000,3.000
Fri Mar  4 07:18:23,10.000,15.490,0.000,5468237.000,60351.000,1461404.000,276592.000,1067324.000,0.000,0.000
Fri Mar  4 07:18:24,10.000,15.490,0.000,5392504.000,59969.000,1461404.000,276592.000,1067324.000,0.000,1.000
Fri Mar  4 07:18:25,10.000,15.490,0.000,5392503.000,59968.000,1461404.000,276592.000,1067324.000,0.000,0.000
Fri Mar  4 07:18:26,10.000,15.490,0.000,5392503.000,59969.000,1461404.000,276592.000,1067324.000,0.000,1.000
Fri Mar  4 07:18:27,10.000,15.490,0.000,5392503.000,59968.000,1461404.000,276592.000,1067324.000,0.000,0.000
Fri Mar  4 07:18:28,10.000,15.490,1.000,5392504.000,59969.000,1461404.000,276592.000,1067324.000,0.000,0.000
Fri Mar  4 07:18:29,10.000,15.490,0.000,5392503.000,59969.000,1461404.000,276592.000,1067324.000,0.000,1.000
Fri Mar  4 07:18:30,10.000,15.490,0.000,5392503.000,59968.000,1461404.000,276592.000,1067324.000,0.000,0.000
Fri Mar  4 07:18:31,10.000,15.490,0.000,5392504.000,59969.000,1461404.000,276592.000,1067324.000,0.000,1.000
Fri Mar  4 07:18:32,10.000,15.490,0.000,5392503.000,59969.000,1461404.000,276592.000,1067324.000,0.000,0.000
Fri Mar  4 07:18:33,10.000,15.570,0.000,5530518.000,61362.000,1461404.000,276592.000,1067332.000,0.000,0.000
Fri Mar  4 07:18:34,10.000,15.570,0.000,5543375.000,61492.000,1461404.000,276592.000,1067332.000,0.000,1.000
Fri Mar  4 07:18:35,10.000,15.570,0.000,5543374.000,61491.000,1461404.000,276592.000,1067332.000,0.000,0.000
Fri Mar  4 07:18:36,10.000,15.570,0.000,5543375.000,61492.000,1461404.000,276592.000,1067332.000,0.000,1.000
Fri Mar  4 07:18:37,10.000,15.570,0.000,5543374.000,61492.000,1461404.000,276592.000,1067332.000,0.000,0.000
Fri Mar  4 07:18:38,10.000,15.570,0.000,5543375.000,61492.000,1461404.000,276592.000,1067332.000,0.000,0.000
Fri Mar  4 07:18:39,10.000,15.570,0.000,5543375.000,61491.000,1461404.000,276592.000,1067332.000,0.000,1.000
Fri Mar  4 07:18:40,10.000,15.570,0.000,5543374.000,61492.000,1461404.000,276592.000,1067332.000,0.000,0.000
Fri Mar  4 07:18:41,10.000,15.570,0.000,5543375.000,61492.000,1461404.000,276592.000,1067332.000,0.000,1.000
Fri Mar  4 07:18:42,10.000,15.570,0.000,5543374.000,61492.000,1461404.000,276592.000,1067332.000,0.000,0.000
Fri Mar  4 07:18:43,9.000,15.630,0.000,7779835.000,83614.000,1461404.000,276592.000,1067336.000,0.000,1.000
Fri Mar  4 07:18:44,9.000,15.630,0.000,7988876.000,85683.000,1461404.000,276592.000,1067336.000,0.000,1.000
Fri Mar  4 07:18:45,9.000,15.630,0.000,7988876.000,85683.000,1461404.000,276592.000,1067336.000,0.000,1.000
Fri Mar  4 07:18:46,9.000,15.630,0.000,7988876.000,85682.000,1461404.000,276592.000,1067336.000,0.000,1.000
Fri Mar  4 07:18:47,9.000,15.630,0.000,7988876.000,85683.000,1461404.000,276592.000,1067336.000,0.000,1.000
Fri Mar  4 07:18:48,9.000,15.630,0.000,7988876.000,85682.000,1461404.000,276592.000,1067336.000,0.000,1.000
Fri Mar  4 07:18:49,9.000,15.630,0.000,7988876.000,85683.000,1461404.000,276592.000,1067336.000,0.000,1.000
Fri Mar  4 07:18:50,9.000,15.630,0.000,7988876.000,85683.000,1461404.000,276592.000,1067336.000,0.000,1.000
Fri Mar  4 07:18:51,9.000,15.630,0.000,7988876.000,85682.000,1461404.000,276592.000,1067336.000,0.000,1.000
Fri Mar  4 07:18:52,9.000,15.630,0.000,7988876.000,85683.000,1461404.000,276592.000,1067336.000,0.000,1.000
Fri Mar  4 07:18:53,7.000,15.690,0.000,7107522.000,75791.000,1461404.000,276592.000,1067344.000,0.000,1.000
Fri Mar  4 07:18:54,7.000,15.690,0.000,7026273.000,74879.000,1461404.000,276592.000,1067344.000,0.000,1.000
Fri Mar  4 07:18:55,7.000,15.690,0.000,7026272.000,74879.000,1461404.000,276592.000,1067344.000,0.000,1.000
Fri Mar  4 07:18:56,7.000,15.690,0.000,7026273.000,74879.000,1461404.000,276592.000,1067344.000,0.000,1.000
Fri Mar  4 07:18:57,7.000,15.690,0.000,7026272.000,74879.000,1461404.000,276592.000,1067344.000,0.000,0.000
Fri Mar  4 07:18:58,7.000,15.690,1.000,7026273.000,74880.000,1461404.000,276592.000,1067344.000,0.000,1.000
Fri Mar  4 07:18:59,7.000,15.690,0.000,7026273.000,74879.000,1461404.000,276592.000,1067344.000,0.000,1.000
Fri Mar  4 07:19:00,7.000,15.690,0.000,7026272.000,74879.000,1461404.000,276592.000,1067344.000,0.000,1.000
Fri Mar  4 07:19:01,7.000,15.690,0.000,7026273.000,74879.000,1461404.000,276592.000,1067344.000,0.000,1.000
Fri Mar  4 07:19:02,7.000,15.690,0.000,7026272.000,74879.000,1461404.000,276592.000,1067344.000,0.000,1.000
Fri Mar  4 07:19:03,12.000,15.740,0.000,5553296.000,58261.000,1461404.000,276592.000,1067352.000,0.000,2.000
Fri Mar  4 07:19:04,12.000,15.740,0.000,5417373.000,56728.000,1461404.000,276592.000,1067352.000,0.000,1.000
Fri Mar  4 07:19:05,12.000,15.740,0.000,5417374.000,56728.000,1461404.000,276592.000,1067352.000,0.000,2.000
Fri Mar  4 07:19:06,12.000,15.740,0.000,5417374.000,56728.000,1461404.000,276592.000,1067352.000,0.000,2.000
Fri Mar  4 07:19:07,12.000,15.740,0.000,5417373.000,56728.000,1461404.000,276592.000,1067352.000,0.000,1.000
Fri Mar  4 07:19:08,12.000,15.740,0.000,5417374.000,56728.000,1461404.000,276592.000,1067352.000,0.000,2.000
Fri Mar  4 07:19:09,12.000,15.740,0.000,5417373.000,56728.000,1461404.000,276592.000,1067352.000,0.000,2.000
Fri Mar  4 07:19:10,12.000,15.740,0.000,5417374.000,56728.000,1461404.000,276592.000,1067352.000,0.000,1.000
Fri Mar  4 07:19:11,12.000,15.740,0.000,5417374.000,56728.000,1461404.000,276592.000,1067352.000,0.000,2.000
Fri Mar  4 07:19:12,12.000,15.740,0.000,5417373.000,56728.000,1461404.000,276592.000,1067352.000,0.000,2.000
Fri Mar  4 07:19:13,14.000,15.860,0.000,5772844.000,59896.000,1459464.000,278532.000,1067360.000,0.000,0.000
Fri Mar  4 07:19:14,14.000,15.860,0.000,5848657.000,60634.000,1459464.000,278532.000,1067360.000,0.000,0.000
Fri Mar  4 07:19:15,14.000,15.860,0.000,5848657.000,60634.000,1459464.000,278532.000,1067360.000,0.000,1.000
Fri Mar  4 07:19:16,14.000,15.860,0.000,5848656.000,60634.000,1459464.000,278532.000,1067360.000,0.000,0.000
Fri Mar  4 07:19:17,14.000,15.860,0.000,5848657.000,60635.000,1459464.000,278532.000,1067360.000,0.000,0.000
Fri Mar  4 07:19:18,14.000,15.860,0.000,5848656.000,60634.000,1459464.000,278532.000,1067360.000,0.000,0.000
Fri Mar  4 07:19:19,14.000,15.860,0.000,5848657.000,60634.000,1459464.000,278532.000,1067360.000,0.000,0.000
Fri Mar  4 07:19:20,14.000,15.860,0.000,5848657.000,60634.000,1459464.000,278532.000,1067360.000,0.000,1.000
Fri Mar  4 07:19:21,14.000,15.860,0.000,5848656.000,60634.000,1459464.000,278532.000,1067360.000,0.000,0.000
Fri Mar  4 07:19:22,14.000,15.860,0.000,5848657.000,60634.000,1459464.000,278532.000,1067360.000,0.000,0.000
Fri Mar  4 07:19:23,10.000,16.040,0.000,8437990.000,85508.000,1459464.000,278532.000,1067368.000,0.000,1.000
Fri Mar  4 07:19:24,10.000,16.040,0.000,8678951.000,87824.000,1459464.000,278532.000,1067368.000,0.000,1.000
Fri Mar  4 07:19:25,10.000,16.040,0.000,8678950.000,87823.000,1459464.000,278532.000,1067368.000,0.000,0.000
Fri Mar  4 07:19:26,10.000,16.040,0.000,8678951.000,87823.000,1459464.000,278532.000,1067368.000,0.000,1.000
Fri Mar  4 07:19:27,10.000,16.040,0.000,8678950.000,87824.000,1459464.000,278532.000,1067368.000,0.000,1.000
Fri Mar  4 07:19:28,10.000,16.040,0.000,8678950.000,87823.000,1459464.000,278532.000,1067368.000,0.000,1.000
Fri Mar  4 07:19:29,10.000,16.040,0.000,8678951.000,87823.000,1459464.000,278532.000,1067368.000,0.000,1.000
Fri Mar  4 07:19:30,10.000,16.040,0.000,8678950.000,87824.000,1459464.000,278532.000,1067368.000,0.000,0.000
Fri Mar  4 07:19:31,10.000,16.040,0.000,8678951.000,87823.000,1459464.000,278532.000,1067368.000,0.000,1.000
Fri Mar  4 07:19:32,10.000,16.040,0.000,8678950.000,87823.000,1459464.000,278532.000,1067368.000,0.000,1.000
Fri Mar  4 07:19:33,9.000,16.030,0.000,7355152.000,76017.000,1459464.000,278532.000,1067376.000,0.000,0.000
Fri Mar  4 07:19:34,9.000,16.030,0.000,7233084.000,74927.000,1459464.000,278532.000,1067376.000,0.000,1.000
Fri Mar  4 07:19:35,9.000,16.030,0.000,7233083.000,74928.000,1459464.000,278532.000,1067376.000,0.000,0.000
Fri Mar  4 07:19:36,9.000,16.030,0.000,7233083.000,74927.000,1459464.000,278532.000,1067376.000,0.000,1.000
Fri Mar  4 07:19:37,9.000,16.030,0.000,7233084.000,74928.000,1459464.000,278532.000,1067376.000,0.000,0.000
Fri Mar  4 07:19:38,9.000,16.030,0.000,7233083.000,74928.000,1459464.000,278532.000,1067376.000,0.000,0.000
Fri Mar  4 07:19:39,9.000,16.030,0.000,7233084.000,74927.000,1459464.000,278532.000,1067376.000,0.000,1.000
Fri Mar  4 07:19:40,9.000,16.030,0.000,7233083.000,74928.000,1459464.000,278532.000,1067376.000,0.000,0.000
Fri Mar  4 07:19:41,9.000,16.030,0.000,7233083.000,74927.000,1459464.000,278532.000,1067376.000,0.000,1.000
Fri Mar  4 07:19:42,9.000,16.030,0.000,7233084.000,74928.000,1459464.000,278532.000,1067376.000,0.000,0.000
Fri Mar  4 07:19:43,12.000,16.030,0.000,5540891.000,56857.000,1459464.000,278532.000,1067384.000,0.000,1.000
Fri Mar  4 07:19:44,12.000,16.030,0.000,5385113.000,55193.000,1459464.000,278532.000,1067384.000,0.000,1.000
Fri Mar  4 07:19:45,12.000,16.030,0.000,5385112.000,55194.000,1459464.000,278532.000,1067384.000,0.000,0.000
Fri Mar  4 07:19:46,12.000,16.030,0.000,5385113.000,55193.000,1459464.000,278532.000,1067384.000,0.000,1.000
Fri Mar  4 07:19:47,12.000,16.030,0.000,5385113.000,55193.000,1459464.000,278532.000,1067384.000,0.000,1.000
Fri Mar  4 07:19:48,12.000,16.030,0.000,5385112.000,55194.000,1459464.000,278532.000,1067384.000,0.000,1.000
Fri Mar  4 07:19:49,12.000,16.030,0.000,5385113.000,55193.000,1459464.000,278532.000,1067384.000,0.000,1.000
Fri Mar  4 07:19:50,12.000,16.030,0.000,5385113.000,55193.000,1459464.000,278532.000,1067384.000,0.000,0.000
Fri Mar  4 07:19:51,12.000,16.030,0.000,5385112.000,55194.000,1459464.000,278532.000,1067384.000,0.000,1.000
Fri Mar  4 07:19:52,12.000,16.030,0.000,5385113.000,55193.000,1459464.000,278532.000,1067384.000,0.000,1.000
Fri Mar  4 07:19:53,17.000,16.020,0.000,5843656.000,60089.000,1459464.000,278532.000,1067392.000,0.000,2.000
Fri Mar  4 07:19:54,17.000,16.020,0.000,5885879.000,60541.000,1459464.000,278532.000,1067392.000,0.000,2.000
Fri Mar  4 07:19:55,17.000,16.020,0.000,5885879.000,60540.000,1459464.000,278532.000,1067392.000,0.000,2.000
Fri Mar  4 07:19:56,17.000,16.020,0.000,5885879.000,60540.000,1459464.000,278532.000,1067392.000,0.000,2.000
Fri Mar  4 07:19:57,17.000,16.020,0.000,5885880.000,60540.000,1459464.000,278532.000,1067392.000,0.000,2.000
Fri Mar  4 07:19:58,17.000,16.020,0.000,5885879.000,60540.000,1459464.000,278532.000,1067392.000,0.000,2.000
Fri Mar  4 07:19:59,17.000,16.020,0.000,5885879.000,60540.000,1459464.000,278532.000,1067392.000,0.000,3.000
Fri Mar  4 07:20:00,17.000,16.020,0.000,5885879.000,60540.000,1459464.000,278532.000,1067392.000,0.000,2.000
Fri Mar  4 07:20:01,17.000,16.020,0.000,5885879.000,60540.000,1459464.000,278532.000,1067392.000,0.000,2.000
Fri Mar  4 07:20:02,17.000,16.020,0.000,5885880.000,60540.000,1459464.000,278532.000,1067392.000,0.000,2.000
Fri Mar  4 07:20:03,14.000,16.170,0.000,7311987.000,75158.000,1459464.000,278532.000,1067400.000,0.000,1.000
Fri Mar  4 07:20:04,14.000,16.170,0.000,7442997.000,76500.000,1459464.000,278532.000,1067400.000,0.000,1.000
Fri Mar  4 07:20:05,14.000,16.170,0.000,7442996.000,76501.000,1459464.000,278532.000,1067400.000,0.000,2.000
Fri Mar  4 07:20:06,14.000,16.170,0.000,7442997.000,76500.000,1459464.000,278532.000,1067400.000,0.000,1.000
Fri Mar  4 07:20:07,14.000,16.170,0.000,7442997.000,76501.000,1459464.000,278532.000,1067400.000,0.000,1.000
Fri Mar  4 07:20:08,15.000,16.170,0.000,7442997.000,76500.000,1459464.000,278532.000,1067400.000,0.000,1.000
Fri Mar  4 07:20:09,14.000,16.170,0.000,7442996.000,76501.000,1459464.000,278532.000,1067400.000,0.000,1.000
