Time,kernel.all.cpu.sys,kernel.all.load["1 minute"],network.tcp.retranssegs,network.interface.out.bytes["eth0"],network.interface.in.bytes["eth0"],mem.util.used,mem.util.free,mem.util.cached,disk.dev.read["sda"],disk.dev.write["sda"]
none,millisec / second,none,count / second,byte / second,byte / second,Kbyte,Kbyte,Kbyte,count / second,count / second
Mon Mar  7 02:44:10,15.000,2.360,0.000,12279643.000,133351.000,938216.000,799780.000,664432.000,0.000,1.000
Mon Mar  7 02:44:11,15.000,2.360,0.000,12279642.000,133351.000,938216.000,799780.000,664432.000,0.000,0.000
Mon Mar  7 02:44:12,15.000,2.360,0.000,12279642.000,133351.000,938216.000,799780.000,664432.000,0.000,1.000
Mon Mar  7 02:44:13,10.000,2.000,0.000,7471491.000,84809.000,939252.000,798744.000,664440.000,0.000,0.000
Mon Mar  7 02:44:14,9.000,2.000,0.000,5554071.000,65466.000,939252.000,798744.000,664440.000,0.000,1.000
Mon Mar  7 02:44:15,9.000,2.000,0.000,5554071.000,65465.000,939252.000,798744.000,664440.000,0.000,0.000
Mon Mar  7 02:44:16,9.000,2.000,0.000,5554071.000,65466.000,939252.000,798744.000,664440.000,0.000,0.000
Mon Mar  7 02:44:17,9.000,2.000,0.000,5554071.000,65466.000,939252.000,798744.000,664440.000,0.000,1.000
Mon Mar  7 02:44:18,9.000,2.000,0.000,5554071.000,65465.000,939252.000,798744.000,664440.000,0.000,0.000
Mon Mar  7 02:44:19,9.000,2.000,0.000,5554071.000,65466.000,939252.000,798744.000,664440.000,0.000,1.000
Mon Mar  7 02:44:20,9.000,2.000,0.000,5554071.000,65465.000,939252.000,798744.000,664440.000,0.000,0.000
Mon Mar  7 02:44:21,9.000,2.000,0.000,5554072.000,65466.000,939252.000,798744.000,664440.000,0.000,0.000
Mon Mar  7 02:44:22,9.000,2.000,0.000,5554071.000,65466.000,939252.000,798744.000,664440.000,0.000,1.000
Mon Mar  7 02:44:23,14.000,1.690,0.000,7546300.000,82114.000,939252.000,798744.000,664452.000,0.000,2.000
Mon Mar  7 02:44:24,15.000,1.690,0.000,8346596.000,88803.000,939252.000,798744.000,664452.000,0.000,3.000
Mon Mar  7 02:44:25,15.000,1.690,0.000,8346596.000,88802.000,939252.000,798744.000,664452.000,0.000,3.000
Mon Mar  7 02:44:26,15.000,1.690,0.000,8346596.000,88803.000,939252.000,798744.000,664452.000,0.000,4.000
Mon Mar  7 02:44:27,15.000,1.690,0.000,8346596.000,88802.000,939252.000,798744.000,664452.000,0.000,3.000
Mon Mar  7 02:44:28,15.000,1.690,0.000,8346596.000,88803.000,939252.000,798744.000,664452.000,0.000,3.000
Mon Mar  7 02:44:29,15.000,1.690,0.000,8346597.000,88802.000,939252.000,798744.000,664452.000,0.000,3.000
Mon Mar  7 02:44:30,15.000,1.690,0.000,8346596.000,88803.000,939252.000,798744.000,664452.000,0.000,3.000
Mon Mar  7 02:44:31,15.000,1.690,0.000,8346596.000,88802.000,939252.000,798744.000,664452.000,0.000,3.000
Mon Mar  7 02:44:32,15.000,1.690,0.000,8346596.000,88803.000,939252.000,798744.000,664452.000,0.000,3.000
Mon Mar  7 02:44:33,12.000,1.430,0.000,8798785.000,96066.000,939252.000,798744.000,664468.000,0.000,1.000
Mon Mar  7 02:44:34,11.000,1.430,0.000,8979792.000,98974.000,939252.000,798744.000,664468.000,0.000,1.000
Mon Mar  7 02:44:35,11.000,1.430,0.000,8979793.000,98974.000,939252.000,798744.000,664468.000,0.000,0.000
Mon Mar  7 02:44:36,11.000,1.430,0.000,8979792.000,98974.000,939252.000,798744.000,664468.000,0.000,0.000
Mon Mar  7 02:44:37,11.000,1.430,0.000,8979792.000,98974.000,939252.000,798744.000,664468.000,0.000,1.000
Mon Mar  7 02:44:38,11.000,1.430,0.000,8979792.000,98974.000,939252.000,798744.000,664468.000,0.000,0.000
Mon Mar  7 02:44:39,11.000,1.430,0.000,8979793.000,98974.000,939252.000,798744.000,664468.000,0.000,1.000
Mon Mar  7 02:44:40,11.000,1.430,0.000,8979792.000,98974.000,939252.000,798744.000,664468.000,0.000,0.000
Mon Mar  7 02:44:41,11.000,1.430,0.000,8979792.000,98974.000,939252.000,798744.000,664468.000,0.000,0.000
Mon Mar  7 02:44:42,11.000,1.430,0.000,8979793.000,98974.000,939252.000,798744.000,664468.000,0.000,1.000
Mon Mar  7 02:44:43,16.000,1.210,0.000,11704482.000,125337.000,939252.000,798744.000,664476.000,0.000,1.000
Mon Mar  7 02:44:44,18.000,1.210,0.000,12798586.000,135921.000,939252.000,798744.000,664476.000,0.000,1.000
Mon Mar  7 02:44:45,18.000,1.210,0.000,12798587.000,135922.000,939252.000,798744.000,664476.000,0.000,1.000
Mon Mar  7 02:44:46,18.000,1.210,0.000,12798586.000,135922.000,939252.000,798744.000,664476.000,0.000,1.000
Mon Mar  7 02:44:47,18.000,1.210,0.000,12798586.000,135922.000,939252.000,798744.000,664476.000,0.000,1.000
Mon Mar  7 02:44:48,18.000,1.210,1.000,12798586.000,135921.000,939252.000,798744.000,664476.000,0.000,1.000
Mon Mar  7 02:44:49,18.000,1.210,0.000,12798586.000,135922.000,939252.000,798744.000,664476.000,0.000,1.000
Mon Mar  7 02:44:50,18.000,1.210,0.000,12798586.000,135922.000,939252.000,798744.000,664476.000,0.000,1.000
Mon Mar  7 02:44:51,18.000,1.210,0.000,12798586.000,135922.000,939252.000,798744.000,664476.000,0.000,1.000
Mon Mar  7 02:44:52,18.000,1.210,0.000,12798587.000,135921.000,939252.000,798744.000,664476.000,0.000,1.000
Mon Mar  7 02:44:53,21.000,1.020,0.000,21922971.000,218047.000,939252.000,798744.000,664484.000,0.000,0.000
Mon Mar  7 02:44:54,22.000,1.020,1.000,25586129.000,251017.000,939252.000,798744.000,664484.000,0.000,1.000
Mon Mar  7 02:44:55,22.000,1.020,0.000,25586129.000,251017.000,939252.000,798744.000,664484.000,0.000,0.000
Mon Mar  7 02:44:56,22.000,1.020,1.000,25586129.000,251018.000,939252.000,798744.000,664484.000,0.000,0.000
Mon Mar  7 02:44:57,22.000,1.020,0.000,25586129.000,251017.000,939252.000,798744.000,664484.000,0.000,1.000
Mon Mar  7 02:44:58,22.000,1.020,1.000,25586130.000,251017.000,939252.000,798744.000,664484.000,0.000,0.000
Mon Mar  7 02:44:59,22.000,1.020,0.000,25586129.000,251017.000,939252.000,798744.000,664484.000,0.000,1.000
Mon Mar  7 02:45:00,22.000,1.020,1.000,25586129.000,251017.000,939252.000,798744.000,664484.000,0.000,0.000
Mon Mar  7 02:45:01,22.000,1.020,0.000,25586129.000,251018.000,939252.000,798744.000,664484.000,0.000,0.000
Mon Mar  7 02:45:02,22.000,1.020,1.000,25586129.000,251017.000,939252.000,798744.000,664484.000,0.000,1.000
Mon Mar  7 02:45:03,18.000,0.870,1.000,22961184.000,231496.000,939252.000,798744.000,664496.000,0.000,0.000
Mon Mar  7 02:45:04,17.000,0.870,0.000,21910405.000,223681.000,939252.000,798744.000,664496.000,0.000,1.000
Mon Mar  7 02:45:05,17.000,0.870,1.000,21910405.000,223681.000,939252.000,798744.000,664496.000,0.000,0.000
Mon Mar  7 02:45:06,17.000,0.870,1.000,21910405.000,223681.000,939252.000,798744.000,664496.000,0.000,0.000
Mon Mar  7 02:45:07,17.000,0.870,1.000,21910405.000,223682.000,939252.000,798744.000,664496.000,0.000,1.000
Mon Mar  7 02:45:08,17.000,0.870,1.000,21910405.000,223681.000,939252.000,798744.000,664496.000,0.000,0.000
Mon Mar  7 02:45:09,17.000,0.870,0.000,21910405.000,223681.000,939252.000,798744.000,664496.000,0.000,1.000
Mon Mar  7 02:45:10,17.000,0.870,1.000,21910405.000,223682.000,939252.000,798744.000,664496.000,0.000,0.000
Mon Mar  7 02:45:11,17.000,0.870,1.000,21910405.000,223681.000,939252.000,798744.000,664496.000,0.000,0.000
Mon Mar  7 02:45:12,17.000,0.870,1.000,21910405.000,223681.000,939252.000,798744.000,664496.000,0.000,1.000
Mon Mar  7 02:45:13,14.000,0.730,0.000,14905148.000,154998.000,938484.000,799512.000,664504.000,0.000,1.000
Mon Mar  7 02:45:14,12.000,0.730,0.000,12125573.000,127763.000,938484.000,799512.000,664504.000,0.000,1.000
Mon Mar  7 02:45:15,12.000,0.730,0.000,12125572.000,127762.000,938484.000,799512.000,664504.000,0.000,2.000
Mon Mar  7 02:45:16,12.000,0.730,0.000,12125572.000,127762.000,938484.000,799512.000,664504.000,0.000,1.000
Mon Mar  7 02:45:17,12.000,0.730,0.000,12125573.000,127762.000,938484.000,799512.000,664504.000,0.000,2.000
Mon Mar  7 02:45:18,12.000,0.730,0.000,12125572.000,127763.000,938484.000,799512.000,664504.000,0.000,1.000
Mon Mar  7 02:45:19,12.000,0.730,0.000,12125573.000,127762.000,938484.000,799512.000,664504.000,0.000,1.000
Mon Mar  7 02:45:20,12.000,0.730,0.000,12125572.000,127762.000,938484.000,799512.000,664504.000,0.000,2.000
Mon Mar  7 02:45:21,12.000,0.730,0.000,12125573.000,127762.000,938484.000,799512.000,664504.000,0.000,1.000
Mon Mar  7 02:45:22,12.000,0.730,0.000,12125572.000,127762.000,938484.000,799512.000,664504.000,0.000,2.000
Mon Mar  7 02:45:23,11.000,0.770,0.000,9974111.000,107150.000,938484.000,799512.000,664520.000,0.000,0.000
Mon Mar  7 02:45:24,11.000,0.770,0.000,9113490.000,98905.000,938484.000,799512.000,664520.000,0.000,1.000
Mon Mar  7 02:45:25,11.000,0.770,0.000,9113490.000,98904.000,938484.000,799512.000,664520.000,0.000,1.000
Mon Mar  7 02:45:26,11.000,0.770,0.000,9113491.000,98904.000,938484.000,799512.000,664520.000,0.000,1.000
Mon Mar  7 02:45:27,11.000,0.770,0.000,9113490.000,98905.000,938484.000,799512.000,664520.000,0.000,0.000
Mon Mar  7 02:45:28,11.000,0.770,0.000,9113490.000,98904.000,938484.000,799512.000,664520.000,0.000,1.000
Mon Mar  7 02:45:29,11.000,0.770,0.000,9113490.000,98905.000,938484.000,799512.000,664520.000,0.000,1.000
Mon Mar  7 02:45:30,11.000,0.770,0.000,9113490.000,98904.000,938484.000,799512.000,664520.000,0.000,0.000
Mon Mar  7 02:45:31,11.000,0.770,0.000,9113490.000,98904.000,938484.000,799512.000,664520.000,0.000,1.000
Mon Mar  7 02:45:32,11.000,0.770,0.000,9113490.000,98905.000,938484.000,799512.000,664520.000,0.000,1.000
Mon Mar  7 02:45:33,12.000,0.660,0.000,18351035.000,188240.000,938484.000,799512.000,664528.000,0.000,0.000
Mon Mar  7 02:45:34,13.000,0.660,1.000,22050251.000,224016.000,938484.000,799512.000,664528.000,0.000,1.000
Mon Mar  7 02:45:35,13.000,0.660,1.000,22050250.000,224016.000,938484.000,799512.000,664528.000,0.000,0.000
Mon Mar  7 02:45:36,13.000,0.660,0.000,22050250.000,224016.000,938484.000,799512.000,664528.000,0.000,0.000
Mon Mar  7 02:45:37,13.000,0.660,1.000,22050251.000,224016.000,938484.000,799512.000,664528.000,0.000,1.000
Mon Mar  7 02:45:38,13.000,0.660,0.000,22050250.000,224016.000,938484.000,799512.000,664528.000,0.000,0.000
Mon Mar  7 02:45:39,13.000,0.660,1.000,22050250.000,224015.000,938484.000,799512.000,664528.000,0.000,1.000
Mon Mar  7 02:45:40,13.000,0.660,1.000,22050251.000,224016.000,938484.000,799512.000,664528.000,0.000,0.000
Mon Mar  7 02:45:41,13.000,0.660,0.000,22050250.000,224016.000,938484.000,799512.000,664528.000,0.000,0.000
Mon Mar  7 02:45:42,13.000,0.660,1.000,22050250.000,224016.000,938484.000,799512.000,664528.000,0.000,1.000
Mon Mar  7 02:45:43,11.000,0.550,0.000,16557701.000,170532.000,938484.000,799512.000,664540.000,0.000,0.000
Mon Mar  7 02:45:44,10.000,0.550,0.000,14357140.000,149105.000,938484.000,799512.000,664540.000,0.000,1.000
Mon Mar  7 02:45:45,10.000,0.550,1.000,14357140.000,149105.000,938484.000,799512.000,664540.000,0.000,0.000
Mon Mar  7 02:45:46,10.000,0.550,0.000,14357141.000,149104.000,938484.000,799512.000,664540.000,0.000,1.000
Mon Mar  7 02:45:47,10.000,0.550,0.000,14357140.000,149105.000,938484.000,799512.000,664540.000,0.000,0.000
Mon Mar  7 02:45:48,10.000,0.550,0.000,14357140.000,149105.000,938484.000,799512.000,664540.000,0.000,1.000
Mon Mar  7 02:45:49,10.000,0.550,0.000,14357141.000,149104.000,938484.000,799512.000,664540.000,0.000,0.000
Mon Mar  7 02:45:50,10.000,0.550,1.000,14357140.000,149105.000,938484.000,799512.000,664540.000,0.000,1.000
Mon Mar  7 02:45:51,10.000,0.550,0.000,14357140.000,149104.000,938484.000,799512.000,664540.000,0.000,0.000
Mon Mar  7 02:45:52,10.000,0.550,0.000,14357140.000,149105.000,938484.000,799512.000,664540.000,0.000,1.000
Mon Mar  7 02:45:53,12.000,0.470,0.000,9104621.000,99627.000,938484.000,799512.000,664548.000,0.000,1.000
Mon Mar  7 02:45:54,13.000,0.470,0.000,7001638.000,79817.000,938484.000,799512.000,664548.000,0.000,0.000
Mon Mar  7 02:45:55,13.000,0.470,0.000,7001638.000,79817.000,938484.000,799512.000,664548.000,0.000,1.000
Mon Mar  7 02:45:56,13.000,0.470,0.000,7001638.000,79817.000,938484.000,799512.000,664548.000,0.000,1.000
Mon Mar  7 02:45:57,13.000,0.470,0.000,7001638.000,79818.000,938484.000,799512.000,664548.000,0.000,1.000
Mon Mar  7 02:45:58,13.000,0.470,1.000,7001638.000,79817.000,938484.000,799512.000,664548.000,0.000,1.000
Mon Mar  7 02:45:59,13.000,0.470,0.000,7001639.000,79817.000,938484.000,799512.000,664548.000,0.000,0.000
Mon Mar  7 02:46:00,13.000,0.470,0.000,7001638.000,79817.000,938484.000,799512.000,664548.000,0.000,1.000
Mon Mar  7 02:46:01,13.000,0.470,0.000,7001638.000,79817.000,938484.000,799512.000,664548.000,0.000,1.000
Mon Mar  7 02:46:02,13.000,0.470,0.000,7001638.000,79817.000,938484.000,799512.000,664548.000,0.000,1.000
Mon Mar  7 02:46:03,11.000,0.400,0.000,8990855.000,96947.000,938484.000,799512.000,664556.000,0.000,0.000
Mon Mar  7 02:46:04,10.000,0.400,0.000,9786577.000,103799.000,938484.000,799512.000,664556.000,0.000,1.000
Mon Mar  7 02:46:05,10.000,0.400,0.000,9786576.000,103799.000,938484.000,799512.000,664556.000,0.000,0.000
Mon Mar  7 02:46:06,10.000,0.400,0.000,9786576.000,103799.000,938484.000,799512.000,664556.000,0.000,1.000
Mon Mar  7 02:46:07,10.000,0.400,0.000,9786577.000,103799.000,938484.000,799512.000,664556.000,0.000,0.000
Mon Mar  7 02:46:08,10.000,0.400,1.000,9786576.000,103799.000,938484.000,799512.000,664556.000,0.000,1.000
Mon Mar  7 02:46:09,10.000,0.400,0.000,9786576.000,103799.000,938484.000,799512.000,664556.000,0.000,0.000
Mon Mar  7 02:46:10,10.000,0.400,0.000,9786577.000,103799.000,938484.000,799512.000,664556.000,0.000,1.000
Mon Mar  7 02:46:11,10.000,0.400,0.000,9786576.000,103798.000,938484.000,799512.000,664556.000,0.000,0.000
Mon Mar  7 02:46:12,10.000,0.400,0.000,9786577.000,103799.000,938484.000,799512.000,664556.000,0.000,1.000
Mon Mar  7 02:46:13,14.000,0.340,0.000,15941788.000,163202.000,940816.000,797180.000,664572.000,0.000,0.000
Mon Mar  7 02:46:14,16.000,0.340,0.000,18109154.000,184011.000,940816.000,797180.000,664572.000,0.000,1.000
Mon Mar  7 02:46:15,16.000,0.340,0.000,18109154.000,184010.000,940816.000,797180.000,664572.000,0.000,0.000
Mon Mar  7 02:46:16,16.000,0.340,0.000,18109154.000,184011.000,940816.000,797180.000,664572.000,0.000,0.000
Mon Mar  7 02:46:17,16.000,0.340,0.000,18109153.000,184010.000,940816.000,797180.000,664572.000,0.000,1.000
Mon Mar  7 02:46:18,16.000,0.340,1.000,18109154.000,184011.000,940816.000,797180.000,664572.000,0.000,0.000
Mon Mar  7 02:46:19,16.000,0.340,0.000,18109154.000,184010.000,940816.000,797180.000,664572.000,0.000,1.000
Mon Mar  7 02:46:20,16.000,0.340,0.000,18109154.000,184011.000,940816.000,797180.000,664572.000,0.000,0.000
Mon Mar  7 02:46:21,16.000,0.340,0.000,18109154.000,184010.000,940816.000,797180.000,664572.000,0.000,0.000
Mon Mar  7 02:46:22,16.000,0.340,0.000,18109154.000,184010.000,940816.000,797180.000,664572.000,0.000,1.000
Mon Mar  7 02:46:23,19.000,0.280,0.000,19963843.000,200298.000,940816.000,797180.000,664584.000,0.000,2.000
Mon Mar  7 02:46:24,19.000,0.280,0.000,20707914.000,206831.000,940816.000,797180.000,664584.000,0.000,3.000
Mon Mar  7 02:46:25,19.000,0.280,0.000,20707915.000,206830.000,940816.000,797180.000,664584.000,0.000,3.000
Mon Mar  7 02:46:26,19.000,0.280,0.000,20707914.000,206831.000,940816.000,797180.000,664584.000,0.000,4.000
Mon Mar  7 02:46:27,19.000,0.280,0.000,20707915.000,206831.000,940816.000,797180.000,664584.000,0.000,3.000
Mon Mar  7 02:46:28,19.000,0.280,1.000,20707914.000,206831.000,940816.000,797180.000,664584.000,0.000,3.000
Mon Mar  7 02:46:29,19.000,0.280,0.000,20707915.000,206831.000,940816.000,797180.000,664584.000,0.000,3.000
Mon Mar  7 02:46:30,19.000,0.280,0.000,20707914.000,206831.000,940816.000,797180.000,664584.000,0.000,3.000
Mon Mar  7 02:46:31,19.000,0.280,0.000,20707915.000,206831.000,940816.000,797180.000,664584.000,0.000,3.000
Mon Mar  7 02:46:32,19.000,0.280,0.000,20707914.000,206831.000,940816.000,797180.000,664584.000,0.000,3.000
Mon Mar  7 02:46:33,19.000,0.240,0.000,20451643.000,206719.000,940816.000,797180.000,664592.000,0.000,1.000
Mon Mar  7 02:46:34,19.000,0.240,1.000,20349026.000,206674.000,940816.000,797180.000,664592.000,0.000,1.000
Mon Mar  7 02:46:35,19.000,0.240,1.000,20349026.000,206673.000,940816.000,797180.000,664592.000,0.000,0.000
Mon Mar  7 02:46:36,19.000,0.240,0.000,20349026.000,206674.000,940816.000,797180.000,664592.000,0.000,1.000
Mon Mar  7 02:46:37,19.000,0.240,1.000,20349026.000,206674.000,940816.000,797180.000,664592.000,0.000,0.000
Mon Mar  7 02:46:38,19.000,0.240,0.000,20349026.000,206673.000,940816.000,797180.000,664592.000,0.000,1.000
Mon Mar  7 02:46:39,19.000,0.240,1.000,20349027.000,206674.000,940816.000,797180.000,664592.000,0.000,0.000
Mon Mar  7 02:46:40,19.000,0.240,1.000,20349026.000,206674.000,940816.000,797180.000,664592.000,0.000,1.000
Mon Mar  7 02:46:41,19.000,0.240,0.000,20349026.000,206674.000,940816.000,797180.000,664592.000,0.000,0.000
Mon Mar  7 02:46:42,19.000,0.240,1.000,20349026.000,206673.000,940816.000,797180.000,664592.000,0.000,1.000
Mon Mar  7 02:46:43,16.000,0.200,0.000,17771159.000,184978.000,940816.000,797180.000,664600.000,0.000,0.000
Mon Mar  7 02:46:44,16.000,0.200,1.000,16736560.000,176269.000,940816.000,797180.000,664600.000,0.000,1.000
Mon Mar  7 02:46:45,16.000,0.200,0.000,16736560.000,176270.000,940816.000,797180.000,664600.000,0.000,1.000
Mon Mar  7 02:46:46,16.000,0.200,0.000,16736560.000,176270.000,940816.000,797180.000,664600.000,0.000,1.000
Mon Mar  7 02:46:47,16.000,0.200,1.000,16736560.000,176269.000,940816.000,797180.000,664600.000,0.000,0.000
Mon Mar  7 02:46:48,16.000,0.200,0.000,16736560.000,176270.000,940816.000,797180.000,664600.000,0.000,1.000
Mon Mar  7 02:46:49,16.000,0.200,1.000,16736560.000,176270.000,940816.000,797180.000,664600.000,0.000,1.000
Mon Mar  7 02:46:50,16.000,0.200,0.000,16736560.000,176269.000,940816.000,797180.000,664600.000,0.000,0.000
Mon Mar  7 02:46:51,16.000,0.200,0.000,16736560.000,176270.000,940816.000,797180.000,664600.000,0.000,1.000
Mon Mar  7 02:46:52,16.000,0.200,1.000,16736560.000,176269.000,940816.000,797180.000,664600.000,0.000,1.000
Mon Mar  7 02:46:53,19.000,0.170,0.000,15780493.000,166111.000,940816.000,797180.000,664616.000,0.000,0.000
Mon Mar  7 02:46:54,19.000,0.170,1.000,15397942.000,162045.000,940816.000,797180.000,664616.000,0.000,1.000
Mon Mar  7 02:46:55,19.000,0.170,0.000,15397941.000,162045.000,940816.000,797180.000,664616.000,0.000,0.000
Mon Mar  7 02:46:56,19.000,0.170,0.000,15397942.000,162045.000,940816.000,797180.000,664616.000,0.000,1.000
Mon Mar  7 02:46:57,19.000,0.170,0.000,15397941.000,162045.000,940816.000,797180.000,664616.000,0.000,0.000
Mon Mar  7 02:46:58,19.000,0.170,1.000,15397942.000,162045.000,940816.000,797180.000,664616.000,0.000,1.000
Mon Mar  7 02:46:59,19.000,0.170,0.000,15397942.000,162045.000,940816.000,797180.000,664616.000,0.000,0.000
Mon Mar  7 02:47:00,19.000,0.170,0.000,15397941.000,162045.000,940816.000,797180.000,664616.000,0.000,1.000
Mon Mar  7 02:47:01,19.000,0.170,1.000,15397942.000,162046.000,940816.000,797180.000,664616.000,0.000,0.000
Mon Mar  7 02:47:02,19.000,0.170,0.000,15397941.000,162045.000,940816.000,797180.000,664616.000,0.000,1.000
Mon Mar  7 02:47:03,16.000,0.150,0.000,17069610.000,182277.000,940816.000,797180.000,664624.000,0.000,1.000
Mon Mar  7 02:47:04,16.000,0.150,1.000,17740093.000,190393.000,940816.000,797180.000,664624.000,0.000,1.000
Mon Mar  7 02:47:05,16.000,0.150,0.000,17740093.000,190392.000,940816.000,797180.000,664624.000,0.000,2.000
Mon Mar  7 02:47:06,16.000,0.150,0.000,17740094.000,190392.000,940816.000,797180.000,664624.000,0.000,1.000
Mon Mar  7 02:47:07,16.000,0.150,1.000,17740093.000,190393.000,940816.000,797180.000,664624.000,0.000,2.000
Mon Mar  7 02:47:08,16.000,0.150,0.000,17740093.000,190392.000,940816.000,797180.000,664624.000,0.000,1.000
Mon Mar  7 02:47:09,16.000,0.150,1.000,17740093.000,190392.000,940816.000,797180.000,664624.000,0.000,1.000
Mon Mar  7 02:47:10,16.000,0.150,0.000,17740093.000,190393.000,940816.000,797180.000,664624.000,0.000,2.000
Mon Mar  7 02:47:11,16.000,0.150,0.000,17740093.000,190392.000,940816.000,797180.000,664624.000,0.000,1.000
Mon Mar  7 02:47:12,16.000,0.150,1.000,17740093.000,190392.000,940816.000,797180.000,664624.000,0.000,2.000
Mon Mar  7 02:47:13,15.000,0.120,0.000,17932350.000,186628.000,942176.000,795820.000,664632.000,0.000,0.000
Mon Mar  7 02:47:14,14.000,0.120,0.000,18037024.000,185406.000,942176.000,795820.000,664632.000,0.000,1.000
Mon Mar  7 02:47:15,14.000,0.120,1.000,18037024.000,185405.000,942176.000,795820.000,664632.000,0.000,0.000
Mon Mar  7 02:47:16,14.000,0.120,0.000,18037024.000,185406.000,942176.000,795820.000,664632.000,0.000,0.000
Mon Mar  7 02:47:17,14.000,0.120,0.000,18037024.000,185406.000,942176.000,795820.000,664632.000,0.000,1.000
Mon Mar  7 02:47:18,14.000,0.120,0.000,18037024.000,185406.000,942176.000,795820.000,664632.000,0.000,0.000
Mon Mar  7 02:47:19,14.000,0.120,0.000,18037024.000,185405.000,942176.000,795820.000,664632.000,0.000,1.000
Mon Mar  7 02:47:20,14.000,0.120,1.000,18037024.000,185406.000,942176.000,795820.000,664632.000,0.000,0.000
Mon Mar  7 02:47:21,14.000,0.120,0.000,18037024.000,185406.000,942176.000,795820.000,664632.000,0.000,0.000
Mon Mar  7 02:47:22,14.000,0.120,0.000,18037023.000,185406.000,942176.000,795820.000,664632.000,0.000,1.000
Mon Mar  7 02:47:23,13.000,0.100,0.000,11752170.000,127855.000,942176.000,795820.000,664648.000,0.000,0.000
Mon Mar  7 02:47:24,13.000,0.100,0.000,9239809.000,104849.000,942176.000,795820.000,664648.000,0.000,1.000
Mon Mar  7 02:47:25,13.000,0.100,0.000,9239808.000,104849.000,942176.000,795820.000,664648.000,0.000,1.000
Mon Mar  7 02:47:26,13.000,0.100,0.000,9239808.000,104850.000,942176.000,795820.000,664648.000,0.000,0.000
Mon Mar  7 02:47:27,13.000,0.100,0.000,9239808.000,104849.000,942176.000,795820.000,664648.000,0.000,1.000
Mon Mar  7 02:47:28,13.000,0.100,0.000,9239809.000,104849.000,942176.000,795820.000,664648.000,0.000,0.000
Mon Mar  7 02:47:29,13.000,0.100,0.000,9239808.000,104850.000,942176.000,795820.000,664648.000,0.000,1.000
Mon Mar  7 02:47:30,13.000,0.100,0.000,9239808.000,104849.000,942176.000,795820.000,664648.000,0.000,1.000
Mon Mar  7 02:47:31,13.000,0.100,0.000,9239808.000,104849.000,942176.000,795820.000,664648.000,0.000,0.000
Mon Mar  7 02:47:32,13.000,0.100,0.000,9239809.000,104850.000,942176.000,795820.000,664648.000,0.000,1.000
Mon Mar  7 02:47:33,10.000,0.090,0.000,5325109.000,63010.000,942176.000,795820.000,664656.000,0.000,1.000
Mon Mar  7 02:47:34,9.000,0.090,0.000,3758403.000,46266.000,942176.000,795820.000,664656.000,0.000,1.000
Mon Mar  7 02:47:35,9.000,0.090,0.000,3758403.000,46266.000,942176.000,795820.000,664656.000,0.000,0.000
Mon Mar  7 02:47:36,9.000,0.090,0.000,3758403.000,46266.000,942176.000,795820.000,664656.000,0.000,1.000
Mon Mar  7 02:47:37,9.000,0.090,0.000,3758403.000,46266.000,942176.000,795820.000,664656.000,0.000,1.000
Mon Mar  7 02:47:38,9.000,0.090,0.000,3758403.000,46265.000,942176.000,795820.000,664656.000,0.000,1.000
Mon Mar  7 02:47:39,9.000,0.090,0.000,3758403.000,46266.000,942176.000,795820.000,664656.000,0.000,1.000
Mon Mar  7 02:47:40,9.000,0.090,0.000,3758403.000,46266.000,942176.000,795820.000,664656.000,0.000,1.000
Mon Mar  7 02:47:41,9.000,0.090,0.000,3758403.000,46266.000,942176.000,795820.000,664656.000,0.000,1.000
Mon Mar  7 02:47:42,9.000,0.090,0.000,3758403.000,46266.000,942176.000,795820.000,664656.000,0.000,1.000
Mon Mar  7 02:47:43,10.000,0.080,0.000,4013281.000,48654.000,942176.000,795820.000,664668.000,0.000,0.000
Mon Mar  7 02:47:44,10.000,0.080,0.000,4115256.000,49608.000,942176.000,795820.000,664668.000,0.000,1.000
Mon Mar  7 02:47:45,10.000,0.080,0.000,4115256.000,49609.000,942176.000,795820.000,664668.000,0.000,0.000
Mon Mar  7 02:47:46,10.000,0.080,0.000,4115256.000,49609.000,942176.000,795820.000,664668.000,0.000,1.000
Mon Mar  7 02:47:47,10.000,0.080,0.000,4115256.000,49609.000,942176.000,795820.000,664668.000,0.000,0.000
Mon Mar  7 02:47:48,10.000,0.080,0.000,4115256.000,49609.000,942176.000,795820.000,664668.000,0.000,1.000
Mon Mar  7 02:47:49,10.000,0.080,0.000,4115256.000,49608.000,942176.000,795820.000,664668.000,0.000,0.000
Mon Mar  7 02:47:50,10.000,0.080,0.000,4115256.000,49609.000,942176.000,795820.000,664668.000,0.000,1.000
Mon Mar  7 02:47:51,10.000,0.080,0.000,4115256.000,49609.000,942176.000,795820.000,664668.000,0.000,0.000
Mon Mar  7 02:47:52,10.000,0.080,0.000,4115256.000,49609.000,942176.000,795820.000,664668.000,0.000,1.000
Mon Mar  7 02:47:53,26.000,0.060,1.000,32713291.000,342279.000,942176.000,795820.000,664676.000,0.000,0.000
Mon Mar  7 02:47:54,32.000,0.060,2.000,44177673.000,459604.000,942176.000,795820.000,664676.000,0.000,1.000
Mon Mar  7 02:47:55,32.000,0.060,1.000,44177672.000,459605.000,942176.000,795820.000,664676.000,0.000,0.000
