TS,Buffer,Freezing,QoE1,QoE2,Representation,Response,Server,ChunkID
1457318182.108504,29.818508863449097,0,4.9999536060530145,4.999907212106029,9,0.17668604850769043,104.155.17.18,96
1457318187.310642,29.616370916366577,0,4.9999536060530145,4.999907212106029,9,0.37856006622314453,104.155.17.18,97
1457318192.312427,29.614585876464844,0,4.9999536060530145,4.999907212106029,9,0.38057708740234375,104.155.17.18,98
1457318197.32758,29.599432945251465,0,4.9999536060530145,4.999907212106029,9,0.3957328796386719,104.155.17.18,99
1457318203.104735,28.822278022766113,0,4.9999536060530145,4.999907212106029,9,1.172865867614746,104.155.17.18,100
1457318208.325488,28.601524829864502,0,4.9999536060530145,4.999907212106029,9,1.3945181369781494,104.155.17.18,101
1457318212.22633,29.700682878494263,0,4.9999536060530145,4.999907212106029,9,0.2952890396118164,104.155.17.18,102
1457318218.59292,28.33409285545349,0,4.9999536060530145,4.999907212106029,9,1.6609070301055908,104.155.17.18,103
1457318223.874901,28.052111864089966,0,4.9999536060530145,4.999907212106029,9,1.9442989826202393,104.155.17.18,104
1457318227.811276,29.115736961364746,0,4.9999536060530145,4.999907212106029,9,0.8809890747070312,104.155.17.18,105
1457318232.847998,29.079015016555786,0,4.9999536060530145,4.999907212106029,9,0.9165849685668945,104.155.17.18,106
1457318237.635087,29.29192590713501,0,4.9999536060530145,4.999907212106029,9,0.7037520408630371,104.155.17.18,107
1457318242.828993,29.09801983833313,0,4.9999536060530145,4.999907212106029,9,0.8973970413208008,104.155.17.18,108
1457318247.627639,29.299373865127563,0,4.9999536060530145,4.999907212106029,9,0.6962981224060059,104.155.17.18,109
1457318253.092569,28.83444380760193,0,4.9999536060530145,4.999907212106029,9,1.1610231399536133,104.155.17.18,110
1457318258.109087,28.817925930023193,0,4.9999536060530145,4.999907212106029,9,1.1778600215911865,104.155.17.18,111
1457318262.8673,29.059712886810303,0,4.9999536060530145,4.999907212106029,9,0.9362530708312988,104.155.17.18,112
1457318268.33023,28.59678292274475,0,4.9999536060530145,4.999907212106029,9,1.398935079574585,104.155.17.18,113
1457318272.551264,29.375748872756958,0,4.9999536060530145,4.999907212106029,9,0.6204259395599365,104.155.17.18,114
1457318277.014151,29.912861824035645,0,4.9999536060530145,4.999907212106029,9,0.08254504203796387,104.155.17.18,115
1457318282.581167,29.345845937728882,0,4.9999536060530145,4.999907212106029,9,0.6489629745483398,104.155.17.18,116
1457318287.085221,29.84179186820984,0,4.9999536060530145,4.999907212106029,9,0.15362310409545898,104.155.17.18,117
1457318292.128277,29.798735857009888,0,4.9999536060530145,4.999907212106029,9,0.19618916511535645,104.155.17.18,118
1457318297.328953,29.59805989265442,0,4.9999536060530145,4.999907212106029,9,0.39688992500305176,104.155.17.18,119
1457318301.998088,4.956294059753418,0,2.5672479960559107,0.1344959921118212,1,0.04364585876464844,104.155.17.18,0
1457318302.598637,9.3557448387146,0,4.9999536060530145,4.999907212106029,9,0.6004490852355957,104.155.17.18,1
1457318303.803938,13.150444030761719,0,4.9999536060530145,4.999907212106029,9,1.205214023590088,104.155.17.18,2
1457318304.59135,17.36303186416626,0,4.9999536060530145,4.999907212106029,9,0.7873241901397705,104.155.17.18,3
1457318307.051944,19.902437925338745,0,4.9999536060530145,4.999907212106029,9,2.4605019092559814,104.155.17.18,4
1457318308.871748,23.08263397216797,0,4.9999536060530145,4.999907212106029,9,1.8196959495544434,104.155.17.18,5
1457318309.842353,27.11202883720398,0,4.9999536060530145,4.999907212106029,9,0.9705181121826172,104.155.17.18,6
1457318312.309068,29.64531397819519,0,4.9999536060530145,4.999907212106029,9,0.3523590564727783,104.155.17.18,7
1457318317.838844,29.115537881851196,0,4.9999536060530145,4.999907212106029,9,0.879565954208374,104.155.17.18,8
1457318322.896323,29.058058977127075,0,4.9999536060530145,4.999907212106029,9,0.9376270771026611,104.155.17.18,9
1457318328.079995,28.87438702583313,0,4.9999536060530145,4.999907212106029,9,1.1211998462677002,104.155.17.18,10
1457318332.310349,29.644032955169678,0,4.9999536060530145,4.999907212106029,9,0.351823091506958,104.155.17.18,11
1457318337.553091,29.401290893554688,0,4.9999536060530145,4.999907212106029,9,0.5938200950622559,104.155.17.18,12
1457318343.758491,28.1958909034729,0,4.9999536060530145,4.999907212106029,9,1.7994859218597412,104.155.17.18,13
1457318348.31634,28.638041973114014,0,4.9999536060530145,4.999907212106029,9,1.3585519790649414,104.155.17.18,14
1457318354.893208,27.061173915863037,0,4.9999536060530145,4.999907212106029,9,2.934973955154419,104.155.17.18,15
1457318357.56316,29.39122200012207,0,4.9999536060530145,4.999907212106029,9,0.6065208911895752,104.155.17.18,16
1457318362.370819,29.58356285095215,0,4.9999536060530145,4.999907212106029,9,0.4118499755859375,104.155.17.18,17
1457318368.079789,28.874593019485474,0,4.9999536060530145,4.999907212106029,9,1.1205270290374756,104.155.17.18,18
1457318372.555692,29.39868998527527,0,4.9999536060530145,4.999907212106029,9,0.5972080230712891,104.155.17.18,19
1457318378.083083,28.871299028396606,0,4.9999536060530145,4.999907212106029,9,1.1240630149841309,104.155.17.18,20
1457318382.865322,29.089059829711914,0,4.9999536060530145,4.999907212106029,9,0.9068200588226318,104.155.17.18,21
1457318387.876239,29.078142881393433,0,4.9999536060530145,4.999907212106029,9,0.917539119720459,104.155.17.18,22
1457318393.834404,28.119977951049805,0,4.9999536060530145,4.999907212106029,9,1.8757059574127197,104.155.17.18,23
1457318398.321844,28.632537841796875,0,4.9999536060530145,4.999907212106029,9,1.364103078842163,104.155.17.18,24
1457318402.868523,29.085859060287476,0,4.9999536060530145,4.999907212106029,9,0.910261869430542,104.155.17.18,25
1457318407.158581,29.795800924301147,0,4.9999536060530145,4.999907212106029,9,0.19987010955810547,104.155.17.18,26
1457318412.179805,29.774576902389526,0,4.9999536060530145,4.999907212106029,9,0.22037005424499512,104.155.17.18,27
1457318417.18589,29.768491983413696,0,4.9999536060530145,4.999907212106029,9,0.2265300750732422,104.155.17.18,28
1457318422.096465,29.857916831970215,0,4.9999536060530145,4.999907212106029,9,0.13708019256591797,104.155.17.18,29
1457318427.185112,29.769269943237305,0,4.9999536060530145,4.999907212106029,9,0.22566699981689453,104.155.17.18,30
1457318432.083765,29.870616912841797,0,4.9999536060530145,4.999907212106029,9,0.1243600845336914,104.155.17.18,31
1457318437.227141,29.727241039276123,0,4.9999536060530145,4.999907212106029,9,0.26769495010375977,104.155.17.18,32
1457318442.166065,29.78831696510315,0,4.9999536060530145,4.999907212106029,9,0.2067410945892334,104.155.17.18,33
1457318447.026978,29.927403926849365,0,4.9999536060530145,4.999907212106029,9,0.06746196746826172,104.155.17.18,34
1457318452.278418,29.675963878631592,0,4.9999536060530145,4.999907212106029,9,0.3188290596008301,104.155.17.18,35
1457318457.193511,29.760870933532715,0,4.9999536060530145,4.999907212106029,9,0.23420310020446777,104.155.17.18,36
1457318462.199187,29.755194902420044,0,4.9999536060530145,4.999907212106029,9,0.23983097076416016,104.155.17.18,37
1457318467.213246,29.741135835647583,0,4.9999536060530145,4.999907212106029,9,0.2538881301879883,104.155.17.18,38
