Time,kernel.all.cpu.sys,kernel.all.load["1 minute"],network.tcp.retranssegs,network.interface.out.bytes["eth0"],network.interface.in.bytes["eth0"],mem.util.used,mem.util.free,mem.util.cached,disk.dev.read["sda"],disk.dev.write["sda"]
none,millisec / second,none,count / second,byte / second,byte / second,Kbyte,Kbyte,Kbyte,count / second,count / second
Mon Feb 22 13:29:16,12.000,0.460,0.000,58.000,58.000,238892.000,1499104.000,74528.000,0.000,0.000
Mon Feb 22 13:29:17,2.000,0.460,0.000,59.000,59.000,238892.000,1499104.000,74528.000,0.000,0.000
Mon Feb 22 13:29:18,2.000,0.460,0.000,58.000,58.000,238892.000,1499104.000,74528.000,0.000,1.000
Mon Feb 22 13:29:19,2.000,0.460,0.000,58.000,59.000,238892.000,1499104.000,74528.000,0.000,0.000
Mon Feb 22 13:29:20,2.000,0.460,0.000,59.000,58.000,238892.000,1499104.000,74528.000,0.000,0.000
Mon Feb 22 13:29:21,2.000,0.460,0.000,58.000,59.000,238892.000,1499104.000,74528.000,0.000,0.000
Mon Feb 22 13:29:22,2.000,0.460,0.000,59.000,58.000,238892.000,1499104.000,74528.000,0.000,0.000
Mon Feb 22 13:29:23,2.000,0.460,0.000,58.000,59.000,238892.000,1499104.000,74528.000,0.000,1.000
Mon Feb 22 13:29:24,2.000,0.460,0.000,59.000,58.000,238892.000,1499104.000,74528.000,0.000,0.000
Mon Feb 22 13:29:25,2.000,0.460,0.000,58.000,59.000,238892.000,1499104.000,74528.000,0.000,0.000
Mon Feb 22 13:29:26,5.000,0.390,0.000,0.000,0.000,238892.000,1499104.000,74552.000,0.000,1.000
Mon Feb 22 13:29:27,5.000,0.390,0.000,0.000,0.000,238892.000,1499104.000,74552.000,0.000,1.000
Mon Feb 22 13:29:28,5.000,0.390,0.000,0.000,0.000,238892.000,1499104.000,74552.000,0.000,0.000
Mon Feb 22 13:29:29,5.000,0.390,0.000,0.000,0.000,238892.000,1499104.000,74552.000,0.000,1.000
Mon Feb 22 13:29:30,5.000,0.390,0.000,0.000,0.000,238892.000,1499104.000,74552.000,0.000,1.000
Mon Feb 22 13:29:31,5.000,0.390,0.000,0.000,0.000,238892.000,1499104.000,74552.000,0.000,1.000
Mon Feb 22 13:29:32,5.000,0.390,0.000,0.000,0.000,238892.000,1499104.000,74552.000,0.000,1.000
Mon Feb 22 13:29:33,5.000,0.390,0.000,0.000,0.000,238892.000,1499104.000,74552.000,0.000,0.000
Mon Feb 22 13:29:34,5.000,0.390,0.000,0.000,0.000,238892.000,1499104.000,74552.000,0.000,1.000
Mon Feb 22 13:29:35,5.000,0.390,0.000,0.000,0.000,238892.000,1499104.000,74552.000,0.000,1.000
Mon Feb 22 13:29:36,2.000,0.330,0.000,35.000,9.000,238892.000,1499104.000,74556.000,0.000,0.000
Mon Feb 22 13:29:37,2.000,0.330,0.000,34.000,9.000,238892.000,1499104.000,74556.000,0.000,0.000
Mon Feb 22 13:29:38,2.000,0.330,0.000,35.000,9.000,238892.000,1499104.000,74556.000,0.000,1.000
Mon Feb 22 13:29:39,2.000,0.330,0.000,35.000,9.000,238892.000,1499104.000,74556.000,0.000,0.000
Mon Feb 22 13:29:40,2.000,0.330,0.000,34.000,9.000,238892.000,1499104.000,74556.000,0.000,0.000
Mon Feb 22 13:29:41,2.000,0.330,0.000,35.000,9.000,238892.000,1499104.000,74556.000,0.000,0.000
Mon Feb 22 13:29:42,2.000,0.330,0.000,35.000,9.000,238892.000,1499104.000,74556.000,0.000,0.000
Mon Feb 22 13:29:43,2.000,0.330,0.000,35.000,9.000,238892.000,1499104.000,74556.000,0.000,1.000
Mon Feb 22 13:29:44,2.000,0.330,0.000,34.000,9.000,238892.000,1499104.000,74556.000,0.000,0.000
Mon Feb 22 13:29:45,2.000,0.330,0.000,35.000,9.000,238892.000,1499104.000,74556.000,0.000,0.000
Mon Feb 22 13:29:46,3.000,0.280,0.000,0.000,0.000,238892.000,1499104.000,74560.000,0.000,0.000
Mon Feb 22 13:29:47,3.000,0.280,0.000,0.000,0.000,238892.000,1499104.000,74560.000,0.000,0.000
Mon Feb 22 13:29:48,3.000,0.280,0.000,0.000,0.000,238892.000,1499104.000,74560.000,0.000,1.000
Mon Feb 22 13:29:49,3.000,0.280,0.000,0.000,0.000,238892.000,1499104.000,74560.000,0.000,0.000
Mon Feb 22 13:29:50,3.000,0.280,0.000,0.000,0.000,238892.000,1499104.000,74560.000,0.000,0.000
Mon Feb 22 13:29:51,3.000,0.280,0.000,0.000,0.000,238892.000,1499104.000,74560.000,0.000,0.000
Mon Feb 22 13:29:52,3.000,0.280,0.000,0.000,0.000,238892.000,1499104.000,74560.000,0.000,0.000
Mon Feb 22 13:29:53,3.000,0.280,0.000,0.000,0.000,238892.000,1499104.000,74560.000,0.000,1.000
Mon Feb 22 13:29:54,3.000,0.280,0.000,0.000,0.000,238892.000,1499104.000,74560.000,0.000,0.000
Mon Feb 22 13:29:55,3.000,0.280,0.000,0.000,0.000,238892.000,1499104.000,74560.000,0.000,0.000
Mon Feb 22 13:29:56,8.000,0.240,0.000,0.000,0.000,238892.000,1499104.000,74564.000,0.000,1.000
Mon Feb 22 13:29:57,8.000,0.240,0.000,0.000,0.000,238892.000,1499104.000,74564.000,0.000,0.000
Mon Feb 22 13:29:58,8.000,0.240,0.000,0.000,0.000,238892.000,1499104.000,74564.000,0.000,1.000
Mon Feb 22 13:29:59,8.000,0.240,0.000,0.000,0.000,238892.000,1499104.000,74564.000,0.000,0.000
Mon Feb 22 13:30:00,8.000,0.240,0.000,0.000,0.000,238892.000,1499104.000,74564.000,0.000,1.000
Mon Feb 22 13:30:01,8.000,0.240,0.000,0.000,0.000,238892.000,1499104.000,74564.000,0.000,1.000
